woordenboek	n:dictionary
drukfout	n:printing error
knudde	adj:bad
poepgat	n:anus
leukerd	n:joker
kunstmuseum	n:art museum
afsnijden	v:to take a shortcut
afhouden	v:to keep one's distance
dominicaan	n:Dominican
ingooi	n:throw-in
stoeprand	n:a kerb
bevaren	v:to move on
betweterig	adj:pedantic
bevriezing	n:freezing
spreekstalmeester	n:ringmaster of a circus
stalmeester	n:stablemaster
verspreken	v:to promise
jongleren	v:to juggle
marmoleum	n:marble-patterned linoleum
ransuil	n:long-eared owl
badmintonnen	v:to play badminton
velduil	n:short-eared owl
verdrinking	n:drowning
gelijkstaat	n:legal equality
gelijkberechtiging	n:legal equality
gelijkstelling	n:legal equality
lokroep	n:a luring call
pastorie	n:parish house
kinderfeest	n:a child's birthday party
alruin	n:mandrake
schootsafstand	n:shooting distance
volste	adj:the superlative degree of vol:
chaostheorie	n:chaos theory
bewijsmiddel	n:a piece of evidence
bezittelijk	adj:possessive
bezoldiging	n:remuneration
bezinning	n:contemplation
ultrageluid	n:ultrasound
jachtvliegtuig	n:fighter plane
luchtzak	n:a downdraught
hakenkruis	n:swastika
stuurknuppel	n:a joystick
taxiën	v:to taxi
tuniek	n:tunic
oncologisch	adj:oncological
tandenfee	n:tooth fairy
gangreen	n:gangrene
benoorden	prep:to the north of
beoosten	prep:to the east of
bezuiden	prep:to the south of
zuignap	n:suction cup
malden	n:a village in Heumen
weerklank	n:echo
bungalowpark	n:holiday village
zeekraal	n:glasswort
kegelbaan	n:bowling court
maanvis	n:An ocean sunfish
beppen	v:to chit-chat
windhond	n:greyhound
wijle	n:dative singular of wijl
verstek	n:expropriation
magazijn	n:storeroom
buienradar	n:weather radar
kadastraal	adj:cadastral
nawoord	n:afterword
hondshaai	n:sandy dogfish
salontafel	n:coffee table
kwitantie	n:receipt
kinderkanker	n:childhood cancer
gemoedelijke	adj:indefinite plural
ruif	n:hayrack
nollen	n:a hamlet in Alkmaar
suppletie	n:suppletion
vederlicht	adj:light as a feather
bergeend	n:common shelduck
protectionisme	n:protectionism
despoot	n:despot
euforisch	adj:euphoric
vetorecht	n:right of veto
schampschot	n:grazing shot
stoeterij	n:horse ranch
schaduwzijde	n:dark side
wapenhandel	n:arms trade
streamen	v:to stream
paaseiland	n:Easter Island
palmpasen	n:Palm Sunday
paaskaars	n:Paschal candle
bananenboom	n:banana tree
immuun	adj:immune
spierbundel	n:a very muscular person
partnerschap	n:partnership
viskraam	n:fish stall
marktkraam	n:market stall
donderwolk	n:thunder cloud
doelmatigheid	n:effectiveness
balzaal	n:ballroom
beharing	n:hair cover
gifbeker	n:a poisoned chalice
hoeslaken	n:fitted sheet
poetsvrouw	n:female cleaner
onafscheidelijk	adj:inseparable
doodvallen	v:to drop dead
verleider	n:seducer
hardhandig	adj:hardhanded
adviesprijs	n:list price
succesnummer	n:smash hit song
bijeenkomen	v:to come together
bijpraten	v:to catch up
afmeren	v:to moor
voedzaam	adj:nourishing
geklungel	n:bungling
klungelen	v:to bungle
platzak	adj:broke
kogelwerend	adj:bulletproof
omhullen	v:to surround
onverstoorbaar	adj:imperturbable
koolzuurhoudend	adj:carbonated
naspelen	v:to imitate
wegspoelen	v:to wash away
zitzak	n:beanbag
voorschot	n:advance payment
haasje-over	n:leapfrog
foutloos	adj:without errors
meeliften	v:to piggyback
steenhouwer	n:stonemason
ontmantelen	v:to dismantle
herroepen	v:to revoke
lokmiddel	n:lure
kabelbaan	n:cable car
geheugensteun	n:reminder
tentoonstellen	v:to exhibit
verkenner	n:a scout
neervallen	v:to fall down
voorraadkast	n:pantry
leeftijdsgenoot	n:age-mate
ombouwen	v:to wall
neutraliseren	v:to neutralise
kussensloop	n:pillow case
boothuis	n:boathouse
clubhuis	n:clubhouse
poppenhuis	n:dollhouse
poppenhuizen	n:a hamlet in Heerenveen
vakantiehuis	n:holiday home
rusthuis	n:retirement home
woonhuis	n:residential building
jachthuis	n:hunting lodge
provinciehuis	n:a provincial
zomerhuis	n:summerhouse
tolhuis	n:tollhouse
modehuis	n:a fashion boutique
dorpshuis	n:a village meetinghouse
opvanghuis	n:a shelter
koetshuis	n:coach house
slakkenhuis	n:snail shell
wachthuis	n:guardhouse
filmhuis	n:an art house
herenhuis	n:tall townhouse
hoerenhuis	n:brothel
nieuwbouwhuis	n:a newly developed house
theehuis	n:teahouse
studentenhuis	n:student residence
buitenhuis	n:a country house
buitenhuizen	n:a hamlet in De Wolden
kamphuis	n:a camp building
huizenbouw	n:home building
huisvader	n:father of the house
huisstofmijt	n:house dust mite
blijf-van-mijn-lijfhuis	n:women's shelter
huisvlijt	n:cottage industry
begijnhof	n:beguinage
vertelling	n:narrative
lichtschip	n:lightship
paradigmaverschuiving	n:paradigm shift
leidse	adj:indefinite plural
wapenfeit	n:feat
feestgedruis	n:revelry
tabblad	n:tab
bewijsstuk	n:a piece of evidence
afweergeschut	n:anti-air defence
uppie	n:a small marble
nivelleren	v:to level economically
denktank	n:think tank
spuuglelijk	adj:hideous
afgunstig	adj:covetous
burgerbevolking	n:civilian population
bonus-	?:step-
alledaagse	adj:indefinite plural
vuistregel	n:rule of thumb
raadzaam	adj:advisable
toetssteen	n:touchstone
piest	v:plural imperative
watersnip	n:common snipe
houtsnip	n:Eurasian woodcock
toponiem	n:toponym
griepprik	n:flu jab
boekanier	n:buccaneer
marktplaats	n:emporium
marktplein	n:market square
sixpack	n:a six pack
talmoed	n:Talmud
ovulatie	n:ovulation
hoererij	n:whoredom
rokerig	adj:smoky
eisprong	n:ovulation
stripverhaal	n:comic
stripfiguur	n:comic character
neutronenbom	n:neutron bomb
volzin	n:complete sentence
massagraf	n:mass grave
geopolitiek	n:geopolitics|adj:geopolitical
patrijspoort	n:porthole
parlementsgebouw	n:parliamentary building
kiesdrempel	n:electoral threshold
schietbaan	n:shooting range
hakblok	n:chopping block
luchtgitaar	n:air guitar
luchtdicht	adj:airtight
luchtalarm	n:air raid siren
luchtaanval	n:aerial attack
luchtbrug	n:an airlift
commanderij	n:commandery
toegift	n:addition
jip	n:a male given name
janneke	n:a female given name
zenuwinzinking	n:a nervous breakdown
slome	adj:plural attributive
aantjes	n:a surname
arends	n:a surname
claeys	n:a surname
maes	n:a surname
maessen	n:a surname
mansveld	n:a surname
provoost	n:a surname
vaes	n:a surname
swinkels	n:a surname
steijn	n:a surname
soete	n:a surname
marktwerking	n:market functioning
privatiseren	v:to privatise (UK
balanceren	v:to balance
mededinging	n:competition
lidstaat	n:member state
deregulering	n:deregulation
belastingtarief	n:tax rate
vennootschapsbelasting	n:corporate tax
arbeidsethos	n:work ethic
ongrondwettig	adj:unconstitutional
ongrondwettelijk	adj:unconstitutional
bewaarplicht	n:retention obligation
plichtsbesef	n:sense of duty
schuldeiser	n:creditor
lijnrecht	adj:perfectly straight|adv:diametrically
geothermie	n:geothermy
sluitstuk	n:stop
persvrijheid	n:freedom of the press
non-binair	adj:non-binary
veiligheidsmaatregel	n:security measure
appelstroop	n:a syrup made from apples
kettingbotsing	n:chain collision
omhelzing	n:embrace
stripalbum	n:comic book
rotsblok	n:a piece or mass of rock
adamskostuum	n:a man's birthday suit
satisfactie	n:satisfaction
vogeltrek	n:bird migration
kamsalamander	n:great crested newt
onraad	n:danger
transvrouw	n:trans woman
filharmonisch	adj:philharmonic
couperus	n:a surname
-cratie	?:-cracy
onlogisch	adj:illogical
levensgezel	n:life partner
levensgezellin	n:female life partner
gedurig	adj:continuous
natronloog	n:soda lye
weerstation	n:weather station
verstandsverbijstering	n:bewilderment
verstening	n:petrification
syndicaat	n:trade union
wouw	n:a kite
kiezel	n:pebble
attractiepark	n:amusement park
kookplaat	n:cooktop
rugtas	n:rucksack
boormachine	n:drill
waterstofbom	n:hydrogen bomb
lilliputter	n:lilliputian
ionische	adj:indefinite plural
indische	adj:indefinite plural
uithangbord	n:shop sign
onderzoeksjournalist	n:investigative reporter
speelbal	n:a ball used for playing
beweiding	n:grazing
deerlijk	adj:hurting
autolader	n:car charger
slechtziend	adj:having poor vision
slechtziende	adj:indefinite plural
invasiemacht	n:invading force
buikspreker	n:a ventriloquist
diervriendelijk	adj:animal-friendly
citrusvrucht	n:citrus fruit
heleen	n:a female given name
krijgskunst	n:art of war
seminarie	n:a seminary
kustplaats	n:a coastal settlement
fytotherapie	n:phytotherapy
barricaderen	v:to barricade
boezemvriend	n:bosom friend
allooi	n:quality
baljuw	n:bailiff
edelmetalen	adj:made of a noble metal
celgenoot	n:cellmate
overspelig	adj:adulterous
balbezit	n:possession
meerderheidsbelang	n:majority stake
stoofvlees	n:slow-cooked meat
zeeslag	n:sea battle
vagebond	n:vagabond
notitieboek	n:notebook
aldert	n:a male given name
onontgonnen	adj:undeveloped
vakantietoeslag	n:holiday pay
toeslag	n:premium
koperwerk	n:copperware
theetuin	n:a tea garden
militie	n:a militia
pleziervaart	n:recreational sailing
rondvaartboot	n:tour boat
doopsgezind	adj:Mennonite
bezoedeling	n:sullying
dromenland	n:dreamland
hooiwagen	n:a harvestman
halfuur	n:half-hour
pakkie-an	n:task
rustdag	n:day of rest
karbonade	n:meat chop
streepjescode	n:barcode
wereldmuziek	n:world music
dienstmeid	n:maid
brandweerkorps	n:a fire brigade
huiselijkheid	n:homeliness
lovenswaardig	adj:praiseworthy
kwalificeren	v:to qualify
darten	v:to play darts
mormoon	n:Mormon
lastercampagne	n:smear campaign
vluchtheuvel	n:a traffic island
opnamestudio	n:a recording studio
broederliefde	n:brotherly love
heipaal	n:a pile
gelderen	n:Geldern
bestuursvergadering	n:board meeting
emissiehandel	n:emissions trading
ademloos	adj:breathless
beatboxen	v:beatbox
interneringskamp	n:an internment camp
strafkamp	n:a penal camp
schedelbasis	n:the base of a skull
politiehond	n:a police dog
rijkspolitie	n:national police
sluier	n:a veil
veestapel	n:livestock population
bliksemflits	n:a flash of lightning
afvegen	v:to wipe off
afvallige	n:an apostate|adj:indefinite plural
huisgenote	n:a female housemate
medegevangene	n:a fellow prisoner
kroongetuige	n:a principal witness
dienaangaande	adv:concerning that
clandestien	adj:clandestine|adv:clandestinely
middenstip	n:centre spot
buitenspel	n:an outdoor game|adv:offside
buitenspelval	n:offside trap
buikwand	n:abdominal wall
bloemenvaas	n:a flower vase
lezing	n:reading
bloementuin	n:a flower garden
houtsnijwerk	n:the art of wood carving
onttronen	v:to dethrone
wieldop	n:wheel cover
flipperkast	n:a pinball machine
krijgsman	n:a male warrior
geloofwaardig	adj:credible
matglas	n:matt glass
atoomwapen	n:atomic weapon
partijleider	n:a party leader
kroonprinses	n:crown princess
kinderfiets	n:a children's bicycle
kinderhandel	n:child trafficking
kindertehuis	n:children's home
urinebuis	n:urethra
gifstof	n:toxin
blaasontsteking	n:bladder infection
rondvaart	n:a boat excursion
gokkast	n:a slot machine
rosmolen	n:a horse mill
oliemolen	n:an oil mill
wegennet	n:road network
rondweg	n:bypass|adv:synonym of ronduit
ringweg	n:bypass
huilerig	adj:weepy
hartritmestoornis	n:arrhythmia
hartritme	n:heart rate
ritssluiting	n:zip fastener
pseudowetenschap	n:pseudoscience
euthanaseren	v:to euthanise
fluisteraar	n:a whisperer
grappenmaker	n:a joker
fluitconcert	n:a flute concerto
levensgevaar	n:mortal danger
franciscaan	n:a Franciscan
franciscaner	n:a Franciscan|adj:Franciscan
knokkelkoorts	n:dengue
strikvraag	n:trick question
onverklaarbaar	adj:inexplicable
pathogeen	n:a pathogen|adj:pathogenic
stukloon	n:piece rate
stuwwal	n:a push moraine
boerenzwaluw	n:barn swallow
uiterwaard	n:a flood plain
wildebras	n:a tomboy
aftocht	n:retreat
kunsthars	n:synthetic resin
vega-	?:vegetarian
cremeren	v:to cremate
verassing	n:cremation
venetiaan	n:a Venetian
vliegenvanger	n:a flycatcher
devotie	n:devotion
feodaal	adj:feudal
beschermeling	n:a protégé
soennitisch	adj:Sunni
munster	n:cathedral church
pleitbezorger	n:advocate
koppelteken	n:hyphen
maanlander	n:moon lander
vikingschip	n:Viking ship
landdag	n:diet
ikzelf	?:myself
achilleshiel	n:Achilles heel
wijsneus	n:know-it-all
welker	?:whose
dezes	?:of this
dezer	?:of this
tegenwoordige	adj:indefinite plural
alomtegenwoordige	adj:indefinite plural
insgelijks	adv:likewise
zulks	?:such
veerkracht	n:resilience
tegenwerking	n:opposition
achterstallig	adj:overdue
goedhartig	adj:good-hearted
opofferen	v:to sacrifice
spaarzaamheid	n:frugality
koddig	adj:droll
zondigen	v:to sin
tarwemeel	n:wheat flour
heirbaan	n:Roman road
evenredigheid	n:proportionality
ontvankelijkheid	n:receptivity
geestigheid	n:witticism
erfelijkheid	n:heredity
eerbaar	adj:honorable
eerbaarheid	n:respectability
bevalligheid	n:gracefulness
baldadigheid	n:rowdyism
aanhankelijk	adj:affectionate
aanhankelijkheid	n:affection
hartelijkheid	n:cordiality
stiptheid	n:punctuality
scherpzinnigheid	n:perspicacity
preutsheid	n:prudeness
overgevoelig	adj:oversensitive
overgevoeligheid	n:oversensitivity
onzedelijk	adj:immoral
onzedelijkheid	n:immorality
hoffelijkheid	n:courtesy
ongerijmd	adj:absurd
zorgeloosheid	n:carelessness
zachtheid	n:softness
welsprekend	adj:eloquent
welsprekendheid	n:eloquence
vuiligheid	n:filth
vatbaarheid	n:susceptibility
oplichterij	n:swindle
erewoord	n:word of honor
derderangs	adj:of inferior quality
overwerk	n:work done in overtime
overwerken	v:to work overtime
smurfen	v:to smurf
zeemeerman	n:merman
moraliseren	v:to moralize
markiezin	n:marchioness
eega	n:spouse
landzaat	n:a farmer
zijns	?:of his
maanlanding	n:moon landing
blokhuis	n:a blockhouse
ravelijn	n:a ravelin
legerofficier	n:an army officer
doornat	adj:drenched
irriteren	v:to be bothered
verzanden	v:to become stuck
surfplank	n:surfboard
pieternel	n:a female given name
ankerplaats	n:anchorage
cd-rom	n:a CD-ROM
productieketen	n:supply chain
dorpsschool	n:a village school
brandschade	n:damage caused by fire
ooggetuige	n:eyewitness
22e	adj:twenty-second
23e	adj:twenty-third
24e	adj:twenty-fourth
25e	adj:twenty-fifth
26e	adj:twenty-sixth
27e	adj:twenty-seventh
28e	adj:twenty-eighth
29e	adj:twenty-ninth
ingoesjetië	n:Ingushetia
hitparade	n:a hit parade
reageerbuis	n:test tube
vierdaagse	n:a four-day episodal race|adj:plural attributive
tegenwind	n:headwind
rugwind	n:tailwind
vrouwenvoetbal	n:women's football
handbal	n:handball
korfbal	n:a ball used in korfball
korfballen	v:to play korfball
blauwborst	n:bluethroat
asfaltweg	n:an asphalt road
asfalteren	v:to asphalt
broodnodig	adj:essential
doodstrijd	n:a fight to the death
eerherstel	n:rehabilitation
linnengoed	n:linens
gezindte	n:religious denomination
motorvoertuig	n:motorised vehicle
buitenboord	n:an outboard motor|adv:outboard
afgooien	v:to throw out
straaljager	n:a jet fighter
straalmotor	n:a jet engine
oliebaron	n:oil baron
bloedbroeder	n:blood brother
kassucces	n:blockbuster
voorste	n:foremost one|adj:foremost
dwarsligger	n:a sleeper
hasjiesj	n:hashish
zandstralen	v:to sandblast
beenbreuk	n:a bone fracture
lul-de-behanger	n:a clumsy man
behanger	n:a wallpaperer
assuradeur	n:an insurer
karaktermoord	n:character assassination
groothoeklens	n:wide-angle lens
stroomstoot	n:an electric shock
afstellen	v:to fire
christologie	n:Christology
aandoenlijk	adj:moving
galaten	n:Galatians
kuieren	v:to walk leisurely
fijnproever	n:a food connoisseur
mondstuk	n:a mouthpiece
uitdraaien	v:to come down to
berichtgeving	n:notice
vreemdelingenhaat	n:xenophobia
bemoediging	n:encouragement
zigzaggen	v:to zigzag
haarspeld	n:hairpin
haarspeldbocht	n:a hairpin bend
strijdkracht	n:a military unit
zijd	adj:side|adv:widely
zelfverminking	n:self-mutilation
potverdorie	?:dang
loeder	n:a nasty person or animal
polygoon	n:polygon
indruisen	v:to go against [with in]
betovergrootmoeder	n:great-great-grandmother
betovergrootvader	n:great-great-grandfather
kwartierstaat	n:an Ahnentafel
smeersel	n:ointment
jachtseizoen	n:hunting season
dwarsbomen	v:to thwart
eurocrisis	n:Eurocrisis
uurloon	n:hourly wages
dienstknecht	n:servant
bovenwereld	n:Heaven
schizofreen	n:schizophrenic|adj:schizophrenic
neerlandica	n:a female expert in
zonnepaneel	n:solar panel
verdachtmaking	n:imputation
teennagel	n:a toe nail
hoogheemraadschap	n:water board
prachtige	adj:plural attributive
schoenmaat	n:shoe size
verwachtingswaarde	n:expected value
peuk	n:a cigarette butt
borstkanker	n:breast cancer
longkanker	n:lung cancer
darmkanker	n:colorectal cancer
zorgpremie	n:health insurance premium
energietransitie	n:energy transition
zwaarlijvig	adj:obese
granaatwerper	n:a grenade launcher
speedboot	n:a speedboat
haarlems	adj:of
haarlemmers	adj:partitive of Haarlemmer
dijkdoorbraak	n:the breaching of a dike
maaike	n:a female given name
ligstoel	n:a lounger
postkaart	n:postcard
stoeltjeslift	n:a chairlift
openmaken	v:to open
autostoel	n:a car seat
strandstoel	n:beach chair
toegangskaart	n:an entrance ticket
onderonsje	n:a meet-up
ijspegel	n:an icicle
ijswater	n:ice water
wolkendek	n:a cloud cover
skateboarden	v:to skateboard
driehoeksmeting	n:triangulation
herenkleding	n:men's wear
dameskleding	n:women's wear
maatpak	n:a tailor-made suit
ochtendjas	n:dressing gown
kamerjas	n:dressing gown
overjas	n:an overcoat
hermans	n:a surname
ouderpaar	n:a parent couple
kunststoffen	adj:made of plastics
schoenveter	n:a shoelace
haarband	n:a hair tie
voorgeslacht	n:ancestors
rolmodel	n:a role model
gasbel	n:gas bubble
remco	n:a male given name
omhakken	v:to chop down
bemoeilijken	v:to make (more) difficult
speen	n:a teat
koolwitje	n:a cabbage white
krenterig	adj:stingy
vuilnisman	n:a dustman
straalvliegtuig	n:a jet plane
gradueel	adj:gradual
middagtemperatuur	n:afternoon temperature
wisselvallig	adj:changeable
automonteur	n:a car mechanic
zotte	adj:indefinite plural
typiste	n:a female typist
pleegvader	n:a foster father
gezagvoerder	n:a captain
pfeiffer	n:mononucleosis
landsgrens	n:a national border
pijper	n:a piper
pasfoto	n:a passport photo
ziekenzaal	n:an infirmary
polikliniek	n:an outpatient clinic
rodehond	n:rubella
pijnvrij	adj:painfree
pijnloze	adj:indefinite plural
sport-bh	n:a sports bra
klaslokaal	n:classroom
voetnoot	n:footnote
zwerfkei	n:a glacial erratic
loonsverhoging	n:a raise
werkbaar	adj:workable
bijbaan	n:side job
vakverbond	n:a trade union collective
kantoorbediende	n:an office clerk
arbeidersklasse	n:working class
postbezorger	n:one who delivers mail
bezorger	n:a deliverer
pijlpunt	n:arrowhead
pijlinktvis	n:a squid
reuzeninktvis	n:giant squid
bibliothecaresse	n:a female librarian
vertegenwoordigster	n:a female representative
autohandelaar	n:a car salesperson
verkoopster	n:saleswoman
reisagent	n:a travel agent
pikzwarte	adj:indefinite plural
tijm	n:thyme
schapenkaas	n:sheep milk cheese
pinautomaat	n:PIN payment terminal
nummerbord	n:a number plate
drukwerk	n:printed matter
vrijgezellenfeest	n:bachelor party
inbreken	v:to break in
legaat	n:bequest
homobar	n:a gay bar
bijvoegsel	n:addendum
thermen	n:thermae
diagonaal	n:diagonal|adj:diagonal
cynicus	n:Cynic
pushen	v:to pressure
tossen	v:to flip or toss
dienstwapen	n:a service weapon
gezinslid	n:family member
manwijf	n:a woman with a rugged
bejaardenhuis	n:retirement home
